index,voxel_count,volume,aspect_ratio,sphericity
211,8,67.87528765,1.722506413,0.983171713
212,8,67.87528765,1,1
213,8,67.87528765,1.864060199,0.94328295
214,8,67.87528765,1,1
215,8,67.87528765,1,1
216,8,67.87528765,1.810497588,0.880068401
217,8,67.87528765,1.722506413,0.983171713
218,8,67.87528765,1.722506413,0.983171713
219,8,67.87528765,1.810497588,0.880068401
220,8,67.87528765,1.597880239,0.842211052
221,8,67.87528765,1.950835575,0.960662666
222,8,67.87528765,1.714227503,0.995363973
223,8,67.87528765,2.091492878,0.980430991
224,8,67.87528765,1.791411059,0.901225468
225,8,67.87528765,2.123171724,0.91339614
226,8,67.87528765,1.775422934,0.931248962
227,8,67.87528765,2.525364677,0.794247729
228,8,67.87528765,2.031308847,0.890521289
229,8,67.87528765,1.882872296,0.90820712
230,8,67.87528765,1.60849883,0.995363973
231,8,67.87528765,2.091492878,0.980430991
232,8,67.87528765,2.389537407,0.881873875
233,8,67.87528765,1.950835575,0.960662666
234,8,67.87528765,1.60849883,0.995363973
235,8,67.87528765,2.787318512,0.86837419
236,8,67.87528765,1.597880239,0.842211052
237,8,67.87528765,1.668634594,0.907482804
238,8,67.87528765,1.348516987,0.977211591
239,8,67.87528765,1.796110479,0.980430991
240,8,67.87528765,1.60849883,0.995363973
241,8,67.87528765,1.950835575,0.960662666
242,8,67.87528765,1.950835575,0.960662666
243,8,67.87528765,1,1
244,8,67.87528765,1,1
245,8,67.87528765,1.60849883,0.995363973
246,8,67.87528765,1.710450515,0.901225468
247,8,67.87528765,1.950835575,0.960662666
248,8,67.87528765,2.092574429,0.842211052
249,8,67.87528765,1.376392353,0.995363973
250,8,67.87528765,1.950835575,0.960662666
251,8,67.87528765,1,1
252,8,67.87528765,1.737446386,0.957571578
253,8,67.87528765,1.60849883,0.995363973
254,8,67.87528765,1,1
255,8,67.87528765,1.823952661,0.890521289
256,8,67.87528765,1,1
257,8,67.87528765,1,1
258,8,67.87528765,1.714227503,0.995363973
259,8,67.87528765,1.773098225,0.957571578
260,8,67.87528765,2.091492878,0.980430991
261,8,67.87528765,3.110945093,0.801819832
262,8,67.87528765,1.714227503,0.995363973
263,8,67.87528765,2.125,0.921489303
264,8,67.87528765,3.181998536,0.86837419
265,8,67.87528765,1.408,0.969133439
266,8,67.87528765,1.376392353,0.995363973
267,8,67.87528765,1.376392353,0.995363973
268,8,67.87528765,2.390333416,0.815544646
269,8,67.87528765,5.846076362,0.884090651
270,8,67.87528765,1.640083535,0.923865863
271,8,67.87528765,1.517241379,0.980430991
272,8,67.87528765,1,1
273,8,67.87528765,1.60849883,0.995363973
274,8,67.87528765,2.941411259,0.881873875
275,8,67.87528765,1.714227503,0.995363973
276,8,67.87528765,2.592729219,0.949813584
277,8,67.87528765,2.662689381,0.861413584
278,8,67.87528765,1.535465036,0.965457349
279,8,67.87528765,1.714227503,0.995363973
280,8,67.87528765,3.142789394,0.819518024
281,8,67.87528765,3.940765964,0.805660285
282,8,67.87528765,1.796110479,0.980430991
283,8,67.87528765,1.882872296,0.90820712
284,8,67.87528765,1.620026725,0.801321601
285,8,67.87528765,3.035571984,0.819518024
286,8,67.87528765,5.225784331,0.763434503
287,8,67.87528765,1.950835575,0.960662666
288,8,67.87528765,1,1
289,8,67.87528765,1.722506413,0.983171713
290,8,67.87528765,1.714227503,0.995363973
291,8,67.87528765,1.60849883,0.995363973
292,8,67.87528765,1.376392353,0.995363973
293,8,67.87528765,2.031308847,0.890521289
294,8,67.87528765,5.911724906,0.798015819
295,8,67.87528765,1.710450515,0.901225468
296,8,67.87528765,1.539618398,0.89534383
297,8,67.87528765,3.103025479,0.865847699
298,8,67.87528765,2.511794258,0.833860826
299,8,67.87528765,1.863580138,0.881873875
300,8,67.87528765,1.60849883,0.995363973
301,8,67.87528765,1.722506413,0.983171713
302,8,67.87528765,1.60849883,0.995363973
303,8,67.87528765,2.513883575,0.896214948
304,8,67.87528765,2.745607835,0.931248962
305,8,67.87528765,3.083173327,0.859499842
306,8,67.87528765,4,0.905867915
307,8,67.87528765,1,1
308,8,67.87528765,1,1
309,8,67.87528765,1,1
310,8,67.87528765,1.796110479,0.980430991
311,8,67.87528765,2.180327869,0.91860117
312,8,67.87528765,2.940271462,0.920568384
313,8,67.87528765,1.741247621,0.949813584
314,8,67.87528765,1.60849883,0.995363973
315,8,67.87528765,1.642909915,0.90820712
316,8,67.87528765,1.535465036,0.965457349
317,8,67.87528765,1.535465036,0.965457349
318,8,67.87528765,2.091492878,0.980430991
319,8,67.87528765,2.000602363,0.879868249
320,8,67.87528765,6.269902628,0.835878638
321,8,67.87528765,1.950835575,0.960662666
322,8,67.87528765,1.642909915,0.90820712
323,8,67.87528765,2.982938815,0.859499842
324,8,67.87528765,1.950835575,0.960662666
325,8,67.87528765,1.796110479,0.980430991
326,8,67.87528765,2.592729219,0.949813584
327,8,67.87528765,3.561360081,0.833860826
328,8,67.87528765,1.722506413,0.983171713
329,8,67.87528765,1,1
330,8,67.87528765,3.882341169,0.85283059
331,8,67.87528765,2.171738736,0.8392149
332,8,67.87528765,2.073478791,0.949813584
333,8,67.87528765,1.882872296,0.90820712
334,8,67.87528765,2.654406689,0.870758652
335,8,67.87528765,2.592729219,0.949813584
336,8,67.87528765,1.796110479,0.980430991
337,8,67.87528765,2.180327869,0.91860117
338,8,67.87528765,1.551579106,0.946282333
339,8,67.87528765,1.535465036,0.965457349
340,8,67.87528765,1,1
341,8,67.87528765,1.950835575,0.960662666
342,8,67.87528765,1.60849883,0.995363973
343,8,67.87528765,1,1
344,8,67.87528765,1,1
345,8,67.87528765,1,1
346,8,67.87528765,2.371852483,0.891218772
347,8,67.87528765,2.217821782,0.946282333
348,8,67.87528765,1,1
349,8,67.87528765,1.879226467,0.888557807
350,8,67.87528765,4.350885739,0.768438543
351,8,67.87528765,2.171738736,0.8392149
352,8,67.87528765,2.940271462,0.920568384
353,8,67.87528765,3.269619426,0.764943983
354,8,67.87528765,1,1
355,8,67.87528765,3.721970782,0.763434503
356,8,67.87528765,1.668634594,0.907482804
357,8,67.87528765,2.408567439,0.949813584
358,8,67.87528765,1.950835575,0.960662666
359,8,67.87528765,2.011805154,0.931248962
360,8,67.87528765,1.328125,0.952526268
361,8,67.87528765,1.52033149,0.887864481
362,8,67.87528765,1.950835575,0.960662666
363,8,67.87528765,2.287383454,0.799665293
364,8,67.87528765,1,1
365,8,67.87528765,1.722506413,0.983171713
366,8,67.87528765,1,1
367,8,67.87528765,2.000602363,0.879868249
368,8,67.87528765,2.659368514,0.901225468
369,8,67.87528765,2.902866046,0.819518024
370,8,67.87528765,1,1
371,8,67.87528765,1.5625,0.969133439
372,8,67.87528765,5.991965395,0.798015819
373,8,67.87528765,1.950835575,0.960662666
374,8,67.87528765,2.217821782,0.946282333
375,8,67.87528765,1.535465036,0.965457349
376,8,67.87528765,2.031308847,0.890521289
377,8,67.87528765,1.517241379,0.980430991
378,8,67.87528765,1.722506413,0.983171713
379,8,67.87528765,1,1
380,8,67.87528765,3.50766935,0.896214948
381,8,67.87528765,3.448979592,0.896214948
382,8,67.87528765,1.535465036,0.965457349
383,8,67.87528765,1.950835575,0.960662666
384,8,67.87528765,1,1
385,8,67.87528765,1.798698424,0.816370688
386,8,67.87528765,1.328125,0.952526268
387,8,67.87528765,2.475551958,0.931248962
388,8,67.87528765,3.153211887,0.855130341
389,8,67.87528765,2.091492878,0.980430991
390,8,67.87528765,1.950835575,0.960662666
391,8,67.87528765,1.60849883,0.995363973
392,8,67.87528765,2.20223149,0.949813584
393,8,67.87528765,1.60849883,0.995363973
394,8,67.87528765,1.508621096,0.901225468
395,8,67.87528765,1.60849883,0.995363973
396,8,67.87528765,2.008923338,0.901225468
397,8,67.87528765,1.60849883,0.995363973
398,8,67.87528765,1.535465036,0.965457349
399,8,67.87528765,1.56314854,0.884494899
400,8,67.87528765,1.534246575,0.901225468
401,8,67.87528765,1,1
402,8,67.87528765,2.821161005,0.839834301
403,8,67.87528765,2.422704829,0.811779909
404,8,67.87528765,4.74025974,0.896214948
405,8,67.87528765,5.737616608,0.831173611
406,8,67.87528765,2.615132809,0.884494899
407,8,67.87528765,1.773098225,0.957571578
408,8,67.87528765,1.517241379,0.980430991
409,8,67.87528765,1.931136002,0.901225468
410,8,67.87528765,1.640083535,0.923865863
411,8,67.87528765,3.90714569,0.875289749
412,8,67.87528765,1.882872296,0.90820712
413,8,67.87528765,1.950835575,0.960662666
414,8,67.87528765,1.5625,0.969133439
415,8,67.87528765,1.376392353,0.995363973
416,8,67.87528765,1.796110479,0.980430991
417,8,67.87528765,3.340703842,0.91339614
418,8,67.87528765,1.376392353,0.995363973
419,8,67.87528765,1,1
420,8,67.87528765,1.640083535,0.923865863
421,8,67.87528765,1.885357478,0.901225468
422,8,67.87528765,1.950835575,0.960662666
423,8,67.87528765,1.950835575,0.960662666
424,8,67.87528765,2.535109783,0.844085327
425,8,67.87528765,2.264979128,0.839834301
426,8,67.87528765,1.535465036,0.965457349
427,8,67.87528765,1.668634594,0.907482804
428,8,67.87528765,2.315866671,0.880068401
429,8,67.87528765,1.376392353,0.995363973
430,8,67.87528765,1,1
431,8,67.87528765,3.202581209,0.931248962
432,8,67.87528765,1,1
433,8,67.87528765,1.535465036,0.965457349
434,8,67.87528765,3.202581209,0.931248962
435,8,67.87528765,2.315866671,0.880068401
436,8,67.87528765,1.535465036,0.965457349
437,8,67.87528765,2.031308847,0.890521289
438,8,67.87528765,3.202581209,0.931248962
439,8,67.87528765,2.153846154,0.946282333
440,8,67.87528765,1.950835575,0.960662666
441,8,67.87528765,3.605217915,0.859499842
442,8,67.87528765,2.073478791,0.949813584
443,8,67.87528765,2.745607835,0.931248962
444,8,67.87528765,2.403117715,0.969133439
445,8,67.87528765,1,1
446,8,67.87528765,1,1
447,8,67.87528765,1.714227503,0.995363973
448,8,67.87528765,1.640083535,0.923865863
449,8,67.87528765,1,1
450,8,67.87528765,1,1
451,8,67.87528765,1.60849883,0.995363973
452,8,67.87528765,1.722506413,0.983171713
453,8,67.87528765,1.60849883,0.995363973
454,8,67.87528765,2.279147384,0.870758652
455,8,67.87528765,2.20223149,0.949813584
456,8,67.87528765,1.60849883,0.995363973
457,8,67.87528765,5.962758765,0.841881162
458,8,67.87528765,1,1
459,8,67.87528765,3.011834173,0.908676412
460,8,67.87528765,2.788356919,0.931248962
461,8,67.87528765,1.376392353,0.995363973
462,8,67.87528765,4.141476178,0.859499842
463,8,67.87528765,1,1
464,8,67.87528765,2.240035673,0.833860826
465,8,67.87528765,2.20223149,0.949813584
466,8,67.87528765,1,1
467,8,67.87528765,1,1
468,8,67.87528765,2.180327869,0.91860117
469,8,67.87528765,1,1
470,8,67.87528765,1.60849883,0.995363973
471,8,67.87528765,1.741565894,0.870758652
472,8,67.87528765,1.517241379,0.980430991
473,8,67.87528765,1.642909915,0.90820712
474,8,67.87528765,2.537995427,0.825287062
475,8,67.87528765,1.882872296,0.90820712
476,8,67.87528765,2.592729219,0.949813584
477,8,67.87528765,1.722506413,0.983171713
478,8,67.87528765,2.315866671,0.880068401
479,8,67.87528765,1.773098225,0.957571578
480,8,67.87528765,1.773098225,0.957571578
481,8,67.87528765,3.115345236,0.811235204
482,8,67.87528765,1.60849883,0.995363973
483,8,67.87528765,2.592729219,0.949813584
484,8,67.87528765,4,0.905867915
485,8,67.87528765,1.722506413,0.983171713
486,8,67.87528765,1.950835575,0.960662666
487,8,67.87528765,3.90714569,0.875289749
488,8,67.87528765,1.640083535,0.923865863
489,8,67.87528765,1.722506413,0.983171713
490,8,67.87528765,2.091492878,0.980430991
491,8,67.87528765,1,1
492,8,67.87528765,3.271440617,0.865847699
493,8,67.87528765,1.534246575,0.944711049
494,8,67.87528765,2.592729219,0.949813584
495,8,67.87528765,4.052400548,0.896214948
496,8,67.87528765,1.642909915,0.90820712
497,8,67.87528765,1.773098225,0.957571578
498,8,67.87528765,1.950835575,0.960662666
499,8,67.87528765,1,1
500,8,67.87528765,1.60849883,0.995363973
501,8,67.87528765,1,1
502,8,67.87528765,1.999909467,0.8392149
503,8,67.87528765,2.731271947,0.931248962
504,8,67.87528765,1,1
505,8,67.87528765,1,1
506,8,67.87528765,1.348516987,0.977211591
507,8,67.87528765,2.091492878,0.980430991
508,8,67.87528765,1.60849883,0.995363973
509,8,67.87528765,2.788356919,0.931248962
510,8,67.87528765,1.722506413,0.983171713
511,8,67.87528765,1.722506413,0.983171713
512,8,67.87528765,1.885357478,0.901225468
513,8,67.87528765,1.950835575,0.960662666
514,8,67.87528765,1.535465036,0.965457349
515,8,67.87528765,1.376392353,0.995363973
516,8,67.87528765,32.5,0.812086627
517,8,67.87528765,1.535465036,0.965457349
518,8,67.87528765,2.659368514,0.901225468
519,8,67.87528765,2.790588865,0.842211052
520,8,67.87528765,2.000602363,0.879868249
521,8,67.87528765,1.517241379,0.980430991
522,8,67.87528765,1.55919111,0.938705462
523,8,67.87528765,1.60849883,0.995363973
524,8,67.87528765,2.455240361,0.821257682
525,8,67.87528765,2.337645181,0.855130341
526,8,67.87528765,2.887555859,0.759985206
527,8,67.87528765,1.718222777,0.894639878
528,8,67.87528765,2.751157566,0.827086688
529,8,67.87528765,2.153846154,0.941675759
530,8,67.87528765,1.668634594,0.907482804
531,8,67.87528765,8.293745158,0.815029218
532,8,67.87528765,2.20223149,0.949813584
533,8,67.87528765,1,1
534,8,67.87528765,3.137410266,0.795881648
535,8,67.87528765,1,1
536,8,67.87528765,1.961853721,0.884494899
537,8,67.87528765,1.796110479,0.980430991
538,8,67.87528765,1.328125,0.952526268
539,8,67.87528765,1.60849883,0.995363973
540,8,67.87528765,1.60849883,0.995363973
541,8,67.87528765,2.153846154,0.941675759
542,8,67.87528765,1.950835575,0.960662666
543,8,67.87528765,2.860290867,0.925412785
544,8,67.87528765,1.849077987,0.879868249
545,8,67.87528765,1.796110479,0.980430991
546,8,67.87528765,1.551579106,0.946282333
547,8,67.87528765,2.478245479,0.901225468
548,8,67.87528765,1,1
549,8,67.87528765,1.376392353,0.995363973
550,8,67.87528765,3.90714569,0.875289749
551,8,67.87528765,1.950835575,0.960662666
552,8,67.87528765,1.714227503,0.995363973
553,8,67.87528765,1,1
554,8,67.87528765,2.180327869,0.91860117
555,8,67.87528765,1.376392353,0.995363973
556,8,67.87528765,3.940765964,0.805660285
557,8,67.87528765,1.60849883,0.995363973
558,8,67.87528765,1,1
559,8,67.87528765,2.000602363,0.879868249
560,8,67.87528765,2.788356919,0.931248962
561,8,67.87528765,1.773098225,0.957571578
562,8,67.87528765,1.535465036,0.965457349
563,8,67.87528765,1.722506413,0.983171713
564,8,67.87528765,1.885357478,0.901225468
565,8,67.87528765,1.640083535,0.923865863
566,8,67.87528765,1.642909915,0.90820712
567,8,67.87528765,2.315866671,0.870758652
568,8,67.87528765,1.722506413,0.983171713
569,8,67.87528765,1.931136002,0.901225468
570,8,67.87528765,1,1
571,8,67.87528765,1,1
572,8,67.87528765,4.74025974,0.896214948
573,8,67.87528765,2.659368514,0.949813584
574,8,67.87528765,2.091492878,0.980430991
575,8,67.87528765,1.60849883,0.995363973
576,8,67.87528765,3.773725407,0.85283059
577,8,67.87528765,1.796110479,0.980430991
578,8,67.87528765,1.348516987,0.977211591
579,8,67.87528765,3.871911179,0.863721354
580,8,67.87528765,2.315866671,0.880068401
581,8,67.87528765,3.882341169,0.85283059
582,8,67.87528765,1.675334238,0.881873875
583,8,67.87528765,2.180327869,0.91860117
584,8,67.87528765,2.897773156,0.896214948
585,8,67.87528765,2.731271947,0.931248962
586,8,67.87528765,1.722506413,0.983171713
587,8,67.87528765,1.517241379,0.980430991
588,8,67.87528765,1.722506413,0.983171713
589,8,67.87528765,1.796110479,0.980430991
590,8,67.87528765,1.517241379,0.980430991
591,8,67.87528765,1.517241379,0.980430991
592,8,67.87528765,1.950835575,0.960662666
593,8,67.87528765,2.486222574,0.924970279
594,8,67.87528765,1.535465036,0.965457349
595,8,67.87528765,1.408,0.969133439
596,8,67.87528765,1,1
597,8,67.87528765,1.796110479,0.980430991
598,8,67.87528765,1,1
599,8,67.87528765,1.640083535,0.923865863
600,8,67.87528765,1.931136002,0.901225468
601,8,67.87528765,2.493540695,0.795358063
602,8,67.87528765,1.668634594,0.907482804
603,8,67.87528765,5.724785847,0.831173611
604,8,67.87528765,1.868237019,0.926343427
605,8,67.87528765,1.722506413,0.983171713
606,8,67.87528765,1.60849883,0.995363973
607,8,67.87528765,1.722506413,0.983171713
608,8,67.87528765,2.179397831,0.920568384
609,8,67.87528765,2.659368514,0.901225468
610,8,67.87528765,1.882872296,0.90820712
611,8,67.87528765,1.376392353,0.995363973
612,8,67.87528765,1.722506413,0.983171713
613,8,67.87528765,1.640083535,0.923865863
614,8,67.87528765,2.125,0.921489303
615,8,67.87528765,2.671473361,0.910601302
616,8,67.87528765,1.950835575,0.960662666
617,8,67.87528765,2.659368514,0.901225468
618,8,67.87528765,1,1
619,8,67.87528765,3.275559094,0.859499842
620,8,67.87528765,2.240221404,0.861413584
621,8,67.87528765,1.517241379,0.980430991
622,8,67.87528765,1.796110479,0.980430991
623,8,67.87528765,1.60849883,0.995363973
624,8,67.87528765,2.180327869,0.91860117
625,8,67.87528765,2.031308847,0.890521289
626,8,67.87528765,2.000602363,0.879868249
627,8,67.87528765,2.217821782,0.946282333
628,8,67.87528765,1.950835575,0.960662666
629,8,67.87528765,1,1
630,8,67.87528765,3.152567304,0.918165153
631,8,67.87528765,2.753948177,0.855130341
632,8,67.87528765,2.091492878,0.980430991
633,8,67.87528765,1.60849883,0.995363973
634,8,67.87528765,2.217821782,0.946282333
635,8,67.87528765,3.006587224,0.825287062
636,8,67.87528765,2.217821782,0.946282333
637,8,67.87528765,2.412481081,0.878150692
638,8,67.87528765,2.899666135,0.908676412
639,8,67.87528765,3.90714569,0.875289749
640,8,67.87528765,1,1
641,8,67.87528765,2.217821782,0.969133439
642,8,67.87528765,1.517241379,0.980430991
643,8,67.87528765,2.915064959,0.8157166
644,8,67.87528765,1,1
645,8,67.87528765,2.513883575,0.896214948
646,8,67.87528765,1.950835575,0.960662666
647,8,67.87528765,1.722506413,0.983171713
648,8,67.87528765,2.008923338,0.901225468
649,8,67.87528765,3.202581209,0.931248962
650,8,67.87528765,1.8970604,0.821257682
651,8,67.87528765,1.773098225,0.957571578
652,8,67.87528765,1.517241379,0.980430991
653,8,67.87528765,4.052400548,0.896214948
654,8,67.87528765,1.950835575,0.960662666
655,8,67.87528765,1.60849883,0.995363973
656,8,67.87528765,2.592729219,0.949813584
657,8,67.87528765,1.950835575,0.960662666
658,8,67.87528765,1.60849883,0.995363973
659,8,67.87528765,1.508621096,0.901225468
660,8,67.87528765,3.485445258,0.903582934
661,8,67.87528765,1,1
662,8,67.87528765,1.517241379,0.980430991
